"log2FoldChange","logCPM","LR","pvalue","padj","identifier","value","up_down","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
3.41919587416305,3.54272711117396,194.837267521438,2.79594008363932e-44,4.73156940354282e-40,"ENSG00000013810",3.41919587416305,"up","TACC3",9606,10460,"NULL","4","4p16.3","transforming, acidic coiled-coil containing protein 3","protein-coding","TACC3","transforming, acidic coiled-coil containing protein 3","O","transforming acidic coiled-coil-containi"
-2.60970433994996,1.69917450292405,37.6022602542953,8.67439069036861e-10,1.36057817978432e-05,"ENSG00000016402",-2.60970433994996,"down","IL20RA",9606,53832,"RP11-204P2.1","6","6q23.3","interleukin 20 receptor, alpha","protein-coding","IL20RA","interleukin 20 receptor, alpha","O","CRF2-8|IL-20 receptor subunit alpha|IL-2"
2.17856286978137,0.971681443282399,46.4110156597783,9.58749960996082e-12,1.54320393721929e-07,"ENSG00000019549",2.17856286978137,"up","SNAI2",9606,6591,"NULL","8","8q11","snail homolog 2 (Drosophila)","protein-coding","SNAI2","snail homolog 2 (Drosophila)","O","neural crest transcription factor SLUG|p"
-2.1941011002624,3.62005806862188,31.6629510437294,1.83387531329642e-08,0.000279427581486976,"ENSG00000025423",-2.1941011002624,"down","HSD17B6",9606,8630,"NULL","12","12q13","hydroxysteroid (17-beta) dehydrogenase 6","protein-coding","HSD17B6","hydroxysteroid (17-beta) dehydrogenase 6","O","17-beta-HSD 6|17-beta-HSD6|17-beta-hydro"
2.29609945945838,5.82360778569582,104.406634759314,1.64777870322218e-24,2.76909211076488e-20,"ENSG00000030582",2.29609945945838,"up","GRN",9606,2896,"NULL","17","17q21.32","granulin","protein-coding","GRN","granulin","O","PC cell-derived growth factor|acrogranin"
3.8513028610137,5.45567313666842,79.1652635662046,5.71257043811366e-19,9.53028126190501e-15,"ENSG00000041982",3.8513028610137,"up","TNC",9606,3371,"NULL","9","9q33","tenascin C","protein-coding","TNC","tenascin C","O","GP 150-225|cytotactin|glioma-associated-"
-3.16815913864044,2.49333885803629,37.4549908384432,9.35470147388057e-10,1.46597526797182e-05,"ENSG00000042832",-3.16815913864044,"down","TG",9606,7038,"NULL","8","8q24","thyroglobulin","protein-coding","TG","thyroglobulin","O","NULL"
-2.02578944711848,0.747016980854031,45.4283881403988,1.58322909585593e-11,2.54108269884877e-07,"ENSG00000047617",-2.02578944711848,"down","ANO2",9606,57101,"NULL","12","12p13.3","anoctamin 2","protein-coding","ANO2","anoctamin 2","O","anoctamin-2|transmembrane protein 16B (e"
2.16554819889609,4.69675759758351,59.712239937084,1.0979158959304e-14,1.80398560860324e-10,"ENSG00000049540",2.16554819889609,"up","ELN",9606,2006,"NULL","7","7q11.23","elastin","protein-coding","ELN","elastin","O","tropoelastin"
-3.14538132924628,6.52867011665973,35.1438721063047,3.06223501559728e-09,4.75626342622569e-05,"ENSG00000053438",-3.14538132924628,"down","NNAT",9606,4826,"NULL","20","20q11.2-q12","neuronatin","protein-coding","NNAT","neuronatin","O","NULL"
-2.02719619147625,5.14424141748909,32.0292398700771,1.51869392743418e-08,0.000231783067205005,"ENSG00000053524",-2.02719619147625,"down","MCF2L2",9606,23101,"NULL","3","3q27.1","MCF.2 cell line derived transforming sequence-like 2","protein-coding","MCF2L2","MCF.2 cell line derived transforming sequence-like 2","O","MCF2-transforming sequence-like protein "
-2.46324275956411,3.13515590820169,39.96065718969,2.59129896098724e-10,4.09658452742473e-06,"ENSG00000053747",-2.46324275956411,"down","LAMA3",9606,3909,"NULL","18","18q11.2","laminin, alpha 3","protein-coding","LAMA3","laminin, alpha 3","O","BM600 150kD subunit|epiligrin 170 kda su"
-2.45725601968612,8.53677501532933,39.9862903716489,2.55751580451055e-10,4.04343248693118e-06,"ENSG00000059915",-2.45725601968612,"down","PSD",9606,5662,"RP11-18I14.2","10","10q24","pleckstrin and Sec7 domain containing","protein-coding","PSD","pleckstrin and Sec7 domain containing","O","PH and SEC7 domain-containing protein 1|"
-2.40660628618756,8.03722557050987,35.1710974140395,3.01972153109038e-09,4.69113739854891e-05,"ENSG00000063180",-2.40660628618756,"down","CA11",9606,770,"UNQ211/PRO237","19","19q13.3","carbonic anhydrase XI","protein-coding","CA11","carbonic anhydrase XI","O","CA-RP II|CA-XI|CARP XI|CARP-2|carbonic a"
-3.39299518930275,2.78252271652984,76.9653648695388,1.73982495417324e-18,2.89994023361596e-14,"ENSG00000064270",-3.39299518930275,"down","ATP2C2",9606,9914,"NULL","16","16q24.1","ATPase, Ca++ transporting, type 2C, member 2","protein-coding","ATP2C2","ATPase, Ca++ transporting, type 2C, member 2","O","ATPase 2C2|calcium-transporting ATPase t"
3.44924967578352,3.92391436269178,72.7086927017678,1.50270754429464e-17,2.49689885559998e-13,"ENSG00000064300",3.44924967578352,"up","NGFR",9606,4804,"NULL","17","17q21-q22","nerve growth factor receptor","protein-coding","NGFR","nerve growth factor receptor","O","NGF receptor|TNFR superfamily, member 16"
-2.31611903233492,10.0656842495806,31.3200639847776,2.18806636814748e-08,0.000332826775258913,"ENSG00000064393",-2.31611903233492,"down","HIPK2",9606,28996,"NULL","7","7q32-q34","homeodomain interacting protein kinase 2","protein-coding","HIPK2","homeodomain interacting protein kinase 2","O","hHIPk2|homeodomain-interacting protein k"
2.75033816963284,3.31044624296527,65.1906988331335,6.79896735533997e-16,1.12420925220546e-11,"ENSG00000064666",2.75033816963284,"up","CNN2",9606,1265,"NULL","19","19p13.3","calponin 2","protein-coding","CNN2","calponin 2","O","calponin H2, smooth muscle|calponin-2|ne"
2.0655765158757,3.2326506838934,74.189083437977,7.0981744333813e-18,1.18134917094765e-13,"ENSG00000064692",2.0655765158757,"up","SNCAIP",9606,9627,"NULL","5","5q23.2","synuclein, alpha interacting protein","protein-coding","SNCAIP","synuclein, alpha interacting protein","O","alpha-synuclein-interacting protein|synp"
2.29770339269311,4.29333147118177,76.2321189102139,2.52206064818293e-18,4.2022574520024e-14,"ENSG00000064989",2.29770339269311,"up","CALCRL",9606,10203,"NULL","2","2q32.1","calcitonin receptor-like","protein-coding","CALCRL","calcitonin receptor-like","O","CGRP type 1 receptor|calcitonin gene-rel"
2.44893909507843,4.91119369006369,98.652247235161,3.00972866743474e-23,5.05092664968899e-19,"ENSG00000065320",2.44893909507843,"up","NTN1",9606,9423,"NULL","17","17p13-p12","netrin 1","protein-coding","NTN1","netrin 1","O","epididymis tissue protein Li 131P|netrin"
2.28319836726016,1.53401133180405,79.0221757080474,6.14166583748302e-19,1.02449127835054e-14,"ENSG00000065485",2.28319836726016,"up","PDIA5",9606,10954,"NULL","3","3q21.1","protein disulfide isomerase family A, member 5","protein-coding","PDIA5","protein disulfide isomerase family A, member 5","O","protein disulfide isomerase-associated 5"
2.39281700993914,4.47567079298247,60.7618576366787,6.44139548281358e-15,1.05967397087766e-10,"ENSG00000065911",2.39281700993914,"up","MTHFD2",9606,10797,"NULL","2","2p13.1","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase","protein-coding","MTHFD2","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase","O","NAD-dependent methylene tetrahydrofolate"
-2.12162720750847,1.43561123287374,34.6007905284348,4.04741887407372e-09,6.2645949332913e-05,"ENSG00000066185",-2.12162720750847,"down","ZMYND12",9606,84217,"NULL","1","1p34.2","zinc finger, MYND-type containing 12","protein-coding","ZMYND12","zinc finger, MYND-type containing 12","O","zinc finger MYND domain-containing prote"
2.40942168448562,3.09652308947898,64.4941396348484,9.6819893162406e-16,1.59946463504295e-11,"ENSG00000066735",2.40942168448562,"up","KIF26A",9606,26153,"NULL","14","14q32.33","kinesin family member 26A","protein-coding","KIF26A","kinesin family member 26A","O","KIF26A variant protein|kinesin-like prot"
2.8953941273582,1.50768428683931,160.659875898739,8.11848886960043e-37,1.37210580385117e-32,"ENSG00000068489",2.8953941273582,"up","PRR11",9606,55771,"NULL","17","17q22","proline rich 11","protein-coding","PRR11","proline rich 11","O","proline-rich protein 11|transcription re"
-2.30981642656505,1.18609364210842,44.951884447662,2.01935784495347e-11,3.23703062546041e-07,"ENSG00000070388",-2.30981642656505,"down","FGF22",9606,27006,"UNQ2500/PRO5800","19","19p13.3","fibroblast growth factor 22","protein-coding","FGF22","fibroblast growth factor 22","O","FGF-22"
-3.10679279489858,1.71732743008018,30.223961425937,3.84924404520685e-08,0.000580927911302618,"ENSG00000070729",-3.10679279489858,"down","CNGB1",9606,1258,"NULL","16","16q13","cyclic nucleotide gated channel beta 1","protein-coding","CNGB1","cyclic nucleotide gated channel beta 1","O","CNG channel beta-1|CNG-4|cyclic nucleoti"
2.37134784855232,1.52421311808397,67.4060025101857,2.20975157269304e-16,3.65979055469421e-12,"ENSG00000071539",2.37134784855232,"up","TRIP13",9606,9319,"NULL","5","5p15.33","thyroid hormone receptor interactor 13","protein-coding","TRIP13","thyroid hormone receptor interactor 13","O","16E1-BP|HPV16 E1 protein binding protein"
2.15960293550341,4.73859568507278,55.2651417671945,1.05319858974773e-13,1.72166373466062e-09,"ENSG00000072182",2.15960293550341,"up","ASIC4",9606,55515,"NULL","2","2q35","acid-sensing (proton-gated) ion channel family member 4","protein-coding","ASIC4","acid-sensing (proton-gated) ion channel family member 4","O","acid-sensing ion channel 4|amiloride-sen"
3.30875625116365,1.46485938938518,44.270458958298,2.85999685749176e-11,4.57856896915855e-07,"ENSG00000072694",3.30875625116365,"up","FCGR2B",9606,2213,"RP11-474I16.2","1","1q23","Fc fragment of IgG, low affinity IIb, receptor (CD32)","protein-coding","FCGR2B","Fc fragment of IgG, low affinity IIb, receptor (CD32)","O","CDw32|Fc fragment of IgG, low affinity I"
3.32002848247611,3.56970860419789,214.496019593863,1.43552230725522e-48,2.43076992287527e-44,"ENSG00000073111",3.32002848247611,"up","MCM2",9606,4171,"NULL","3","3q21","minichromosome maintenance complex component 2","protein-coding","MCM2","minichromosome maintenance complex component 2","O","DNA replication licensing factor MCM2|MC"
-2.31034743535193,4.72430478404781,29.5136400351176,5.55245629462009e-08,0.000833534738948368,"ENSG00000073150",-2.31034743535193,"down","PANX2",9606,56666,"RP3-402G11.9","22","22q13.33","pannexin 2","protein-coding","PANX2","pannexin 2","O","pannexin-2"
3.08190909866946,2.11648210730684,48.7427741918694,2.9183175987587e-12,4.72096237951195e-08,"ENSG00000073792",3.08190909866946,"up","IGF2BP2",9606,10644,"NULL","3","3q27.2","insulin-like growth factor 2 mRNA binding protein 2","protein-coding","IGF2BP2","insulin-like growth factor 2 mRNA binding protein 2","O","IGF-II mRNA-binding protein 2|IGF2 mRNA-"
3.13179418963503,1.94492148139927,122.754934108122,1.57781740724744e-28,2.65878011295266e-24,"ENSG00000075702",3.13179418963503,"up","WDR62",9606,284403,"NULL","19","19q13.12","WD repeat domain 62","protein-coding","WDR62","WD repeat domain 62","O","WD repeat-containing protein 62|microcep"
-2.20887460144716,5.16097106098976,47.7437756544627,4.85723901097029e-12,7.84541245051921e-08,"ENSG00000076555",-2.20887460144716,"down","ACACB",9606,32,"NULL","12","12q24.11","acetyl-CoA carboxylase beta","protein-coding","ACACB","acetyl-CoA carboxylase beta","O","ACC-beta|acetyl-CoA carboxylase 2|acetyl"
2.47203368658746,4.26942280686989,68.8268819160154,1.07497366934991e-16,1.78230634378215e-12,"ENSG00000077279",2.47203368658746,"up","DCX",9606,1641,"RP5-914P14.1","X","Xq22.3-q23","doublecortin","protein-coding","DCX","doublecortin","O","doublecortex|doublin|lis-X|lissencephali"
-2.75739364946118,3.05439396221182,61.7874711658856,3.82601001473751e-15,6.30220369627562e-11,"ENSG00000077616",-2.75739364946118,"down","NAALAD2",9606,10003,"NULL","11","11q14.3-q21","N-acetylated alpha-linked acidic dipeptidase 2","protein-coding","NAALAD2","N-acetylated alpha-linked acidic dipeptidase 2","O","N-acetylated alpha-linked acidic dipepti"
2.05893751568246,2.51042931714127,76.9232722003509,1.77730412759187e-18,2.96223278945737e-14,"ENSG00000078177",2.05893751568246,"up","N4BP2",9606,55728,"NULL","4","4p14","NEDD4 binding protein 2","protein-coding","N4BP2","NEDD4 binding protein 2","O","BCL-3-binding protein|NEDD4-binding prot"
-3.25139462193335,9.5899870310733,44.6389799343918,2.36927383719587e-11,3.79628746933894e-07,"ENSG00000078804",-3.25139462193335,"down","TP53INP2",9606,58476,"RP5-1181N3.1","20","20q11.22","tumor protein p53 inducible nuclear protein 2","protein-coding","TP53INP2","tumor protein p53 inducible nuclear protein 2","O","PIG-U|diabetes and obesity regulated|dia"
-2.20273341516538,6.49083556937225,42.6595347467596,6.5146103637837e-11,1.03829859977985e-06,"ENSG00000079337",-2.20273341516538,"down","RAPGEF3",9606,10411,"NULL","12","12q13.1","Rap guanine nucleotide exchange factor (GEF) 3","protein-coding","RAPGEF3","Rap guanine nucleotide exchange factor (GEF) 3","O","9330170P05Rik|EPAC 1|Rap1 guanine-nucleo"
-3.23868563806962,5.8681401106911,51.8384467970649,6.02602098195471e-13,9.80252833134573e-09,"ENSG00000079841",-3.23868563806962,"down","RIMS1",9606,22999,"RP5-1046G13.1","6","6q12-q13","regulating synaptic membrane exocytosis 1","protein-coding","RIMS1","regulating synaptic membrane exocytosis 1","O","RAB3-interacting protein 2|rab-3-interac"
2.32450399245763,3.13242871911625,69.4575706424717,7.8076134905758e-17,1.2949707735469e-12,"ENSG00000080709",2.32450399245763,"up","KCNN2",9606,3781,"NULL","5","5q22.3","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2","protein-coding","KCNN2","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2","O","apamin-sensitive small-conductance Ca2+-"
-2.52750262452271,1.0750731352867,49.7079250107174,1.78423753486893e-12,2.89135692525511e-08,"ENSG00000082175",-2.52750262452271,"down","PGR",9606,5241,"NULL","11","11q22-q23","progesterone receptor","protein-coding","PGR","progesterone receptor","O","nuclear receptor subfamily 3 group C mem"
-2.91714809962365,7.80655805596171,30.1017546117759,4.09960125796574e-08,0.000618096881663495,"ENSG00000084453",-2.91714809962365,"down","SLCO1A2",9606,6579,"NULL","12","12p12","solute carrier organic anion transporter family, member 1A2","protein-coding","SLCO1A2","solute carrier organic anion transporter family, member 1A2","O","OATP-1|organic anion transporting polype"
2.3929834199609,1.06322412545845,65.9488214177937,4.62785078329682e-16,7.65631633588625e-12,"ENSG00000085999",2.3929834199609,"up","RAD54L",9606,8438,"NULL","1","1p32","RAD54-like (S. cerevisiae)","protein-coding","RAD54L","RAD54-like (S. cerevisiae)","O","DNA repair and recombination protein RAD"
3.42169288138986,2.02081224989887,114.233013077782,1.15861359114572e-26,1.94983081253913e-22,"ENSG00000087116",3.42169288138986,"up","ADAMTS2",9606,9509,"NULL","5","5qter","ADAM metallopeptidase with thrombospondin type 1 motif, 2","protein-coding","ADAMTS2","ADAM metallopeptidase with thrombospondin type 1 motif, 2","O","A disintegrin and metalloproteinase with"
3.85007690593901,4.55581157617243,187.584591354882,1.07048331749524e-42,1.8107225315432e-38,"ENSG00000087245",3.85007690593901,"up","MMP2",9606,4313,"NULL","16","16q13-q21","matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)","protein-coding","MMP2","matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)","O","72 kDa gelatinase|72 kDa type IV collage"
4.38144018030918,3.34907902789957,134.401067213685,4.4642083375539e-31,7.53201230712094e-27,"ENSG00000087303",4.38144018030918,"up","NID2",9606,22795,"NULL","14","14q22.1","nidogen 2 (osteonidogen)","protein-coding","NID2","nidogen 2 (osteonidogen)","O","nidogen-2|osteonidogen"
2.83737414258312,1.21878717864507,141.443454833228,1.28698856136679e-32,2.17217929387487e-28,"ENSG00000087586",2.83737414258312,"up","AURKA",9606,6790,"RP5-1167H4.6","20","20q13","aurora kinase A","protein-coding","AURKA","aurora kinase A","O","ARK-1|Aurora-A kinase|IPL1-related kinas"
5.09002069830931,3.28434141993249,328.830125525967,1.72817982295076e-73,2.92961043586613e-69,"ENSG00000088325",5.09002069830931,"up","TPX2",9606,22974,"RP11-243J16.10-002","20","20q11.2","TPX2, microtubule-associated, homolog (Xenopus laevis)","protein-coding","TPX2","TPX2, microtubule-associated, homolog (Xenopus laevis)","O","TPX2, microtubule-associated protein hom"
2.89109238425093,2.02566281688964,88.5297653441986,5.00756808597428e-21,8.38567351677252e-17,"ENSG00000088827",2.89109238425093,"up","SIGLEC1",9606,6614,"NULL","20","20p13","sialic acid binding Ig-like lectin 1, sialoadhesin","protein-coding","SIGLEC1","sialic acid binding Ig-like lectin 1, sialoadhesin","O","sialic acid-binding Ig-like lectin 1|sia"
6.30923043617624,4.18200108328167,380.644481737507,9.00840188228364e-85,1.52728445512237e-80,"ENSG00000088882",6.30923043617624,"up","CPXM1",9606,56265,"UNQ3015/PRO9782","20","20p13","carboxypeptidase X (M14 family), member 1","protein-coding","CPXM1","carboxypeptidase X (M14 family), member 1","O","carboxypeptidase-like protein X1|metallo"
2.13080064286404,9.13314114768092,59.4646344190976,1.24511715349252e-14,2.04535394804216e-10,"ENSG00000089157",2.13080064286404,"up","RPLP0",9606,6175,"NULL","12","12q24.2","ribosomal protein, large, P0","protein-coding","RPLP0","ribosomal protein, large, P0","O","60S acidic ribosomal protein P0|60S ribo"
5.60383479106123,2.92639902587656,189.578687220385,3.92911774950125e-43,6.64767432038117e-39,"ENSG00000089685",5.60383479106123,"up","BIRC5",9606,332,"NULL","17","17q25","baculoviral IAP repeat containing 5","protein-coding","BIRC5","baculoviral IAP repeat containing 5","O","apoptosis inhibitor 4|apoptosis inhibito"
4.20625556812199,4.08749467030519,79.16202713565,5.72193626967834e-19,9.5453340850774e-15,"ENSG00000090382",4.20625556812199,"up","LYZ",9606,4069,"NULL","12","12q15","lysozyme","protein-coding","LYZ","lysozyme","O","1,4-beta-N-acetylmuramidase C|lysozyme C"
4.09560025010899,1.99894814823929,153.578009778038,2.86385632175836e-35,4.8379124843464e-31,"ENSG00000090889",4.09560025010899,"up","KIF4A",9606,24137,"NULL","X","Xq13.1","kinesin family member 4A","protein-coding","KIF4A","kinesin family member 4A","O","chromokinesin-A|chromosome-associated ki"
3.53353717027154,5.2203067499594,162.06960349422,3.99468452017518e-37,6.7522152444521e-33,"ENSG00000090932",3.53353717027154,"up","DLL3",9606,10683,"NULL","19","19q13","delta-like 3 (Drosophila)","protein-coding","DLL3","delta-like 3 (Drosophila)","O","delta-like protein 3|delta3|drosophila D"
2.45555532694835,4.87151643862741,54.9231455932714,1.25336261053984e-13,2.04736782431683e-09,"ENSG00000091136",2.45555532694835,"up","LAMB1",9606,3912,"NULL","7","7q22","laminin, beta 1","protein-coding","LAMB1","laminin, beta 1","O","laminin B1 chain|laminin subunit beta-1"
-3.80063080042667,8.7963263136041,73.8873298654254,8.27054643149074e-18,1.37621892620006e-13,"ENSG00000091428",-3.80063080042667,"down","RAPGEF4",9606,11069,"NULL","2","2q31-q32","Rap guanine nucleotide exchange factor (GEF) 4","protein-coding","RAPGEF4","Rap guanine nucleotide exchange factor (GEF) 4","O","EPAC 2|RAP guanine-nucleotide-exchange f"
-2.91187061653727,6.47913291534141,43.4667345782002,4.31228039543522e-11,6.88929915974732e-07,"ENSG00000091622",-2.91187061653727,"down","PITPNM3",9606,83394,"NULL","17","17p13","PITPNM family member 3","protein-coding","PITPNM3","PITPNM family member 3","O","NIR-1|PITPnm 3|PYK2 N-terminal domain-in"
3.4611197008394,4.60270083203083,163.315749961215,2.13423292187854e-37,3.60792075443568e-33,"ENSG00000091986",3.4611197008394,"up","CCDC80",9606,151887,"HBE245","3","3q13.2","coiled-coil domain containing 80","protein-coding","CCDC80","coiled-coil domain containing 80","O","coiled-coil domain-containing protein 80"
2.50578514696126,1.77157730571974,136.950148383231,1.23650722459208e-31,2.08660594149913e-27,"ENSG00000092470",2.50578514696126,"up","WDR76",9606,79968,"NULL","15","15q15.3","WD repeat domain 76","protein-coding","WDR76","WD repeat domain 76","O","WD repeat-containing protein 76"
3.25092345599408,0.588275759053302,92.782106216386,5.83806144839475e-22,9.78575859979929e-18,"ENSG00000092853",3.25092345599408,"up","CLSPN",9606,63967,"NULL","1","1p34.2","claspin","protein-coding","CLSPN","claspin","O","claspin homolog|hClaspin"
3.22185833753906,1.64030921254271,130.071910539943,3.9519804524657e-30,6.66541023112864e-26,"ENSG00000094804",3.22185833753906,"up","CDC6",9606,990,"NULL","17","17q21.3","cell division cycle 6","protein-coding","CDC6","cell division cycle 6","O","CDC6 cell division cycle 6 homolog|CDC6-"
2.60272395815737,4.46542555519545,78.0781327803806,9.90443498857054e-19,1.65156453434414e-14,"ENSG00000095713",2.60272395815737,"up","CRTAC1",9606,55118,"RP11-459F3.1","10","10q22","cartilage acidic protein 1","protein-coding","CRTAC1","cartilage acidic protein 1","O","acidic secreted protein in cartilage|cho"
2.55394624149326,3.99887628105063,138.236799644763,6.46847348595407e-32,1.09161958548961e-27,"ENSG00000099284",2.55394624149326,"up","H2AFY2",9606,55506,"RP11-367H5.3","10","10q22.1","H2A histone family, member Y2","protein-coding","H2AFY2","H2A histone family, member Y2","O","core histone macro-H2A.2|core histone ma"
-3.92456055130655,3.12617711698483,42.1930059489695,8.26952395681758e-11,1.31584665200881e-06,"ENSG00000099715",-3.92456055130655,"down","PCDH11Y",9606,83259,"NULL","Y","Yp11.2","protocadherin 11 Y-linked","protein-coding","PCDH11Y","protocadherin 11 Y-linked","O","PCDH-Y|protocadherin 22|protocadherin Y|"
2.24127766463448,3.65612951502775,31.2117848127362,2.31357301607683e-08,0.000351732505634161,"ENSG00000099849",2.24127766463448,"up","RASSF7",9606,8045,"NULL","11","11p15.5","Ras association (RalGDS/AF-6) domain family (N-terminal) member 7","protein-coding","RASSF7","Ras association (RalGDS/AF-6) domain family (N-terminal) member 7","O","HRAS1-related cluster protein 1|HRAS1-re"
2.1860257652544,2.65942863831702,59.0371830690341,1.54720464894612e-14,2.53989115170995e-10,"ENSG00000099957",2.1860257652544,"up","P2RX6",9606,9127,"NULL","22","22q11.21","purinergic receptor P2X, ligand-gated ion channel, 6","protein-coding","P2RX6","purinergic receptor P2X, ligand-gated ion channel, 6","O","ATP receptor|P2X purinoceptor 6|purinerg"
-3.19573201898597,6.5794920026362,42.7825485972659,6.11754810883877e-11,9.75320694992166e-07,"ENSG00000100033",-3.19573201898597,"down","PRODH",9606,5625,"NULL","22","22q11.21","proline dehydrogenase (oxidase) 1","protein-coding","PRODH","proline dehydrogenase (oxidase) 1","O","p53-induced gene 6 protein|proline dehyd"
3.63358056868184,0.700305598600376,181.78381542068,1.97674847512034e-41,3.34307702112352e-37,"ENSG00000100162",3.63358056868184,"up","CENPM",9606,79019,"CTA-250D10.18-008","22","22q13.2","centromere protein M","protein-coding","CENPM","centromere protein M","O","interphase centromere complex protein 39"
2.30175007439357,3.99286049056495,102.649961891294,3.99919179350912e-24,6.71824229391597e-20,"ENSG00000100297",2.30175007439357,"up","MCM5",9606,4174,"RP5-824I19__A.1","22","22q13.1","minichromosome maintenance complex component 5","protein-coding","MCM5","minichromosome maintenance complex component 5","O","CDC46 homolog|DNA replication licensing "
